date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,linesaggm,linemoore,lineopen,linedok,linefox,std,linepugh,linedonc,neutral,linetalis,lineespn,linepir,linepiw,linepib,line7ot,lineer,linedd,linemassey,linedunk,lineround,lineteamrnks
11/25/2020,Pittsburgh,70,St. Francis (PA),80,15,12.99,11.8,11.8,11.8,11.8,18.75,15,,8,2.89,14.32,,0,,15.33,,,,,,,11.75,,,14.6
11/25/2020,Providence,97,Fairfield,56,18,19.4,19.27,19.27,19.27,19.27,14.24,22,19.58,30,4.21,22.84,14.3,0,,15.22,,,,,,,19.43,,,20.1
11/25/2020,Purdue,77,Liberty,64,9.5,10.77,10.53,10.53,10.53,10.53,13.71,11,9.13,10,2.53,14.76,8.2,1,,5.68,,,,,,,13.58,,,12.1
11/25/2020,Quinnipiac,84,Fairleigh Dickinson,66,-1.5,-0.36,-2.2,-2.2,-2.2,-2.2,-3.63,-1,,2,2.44,1.84,1.5,0,,-1.92,,,,,,,3.63,,,1.4
11/25/2020,SMU,97,Sam Houston St.,67,17.5,15.25,13.28,13.28,13.28,13.28,22.11,18.5,,13,3.96,18.15,10.2,0,,21,,,,,,,11.73,,,18.4
11/25/2020,Saint Louis,89,SIU Edwardsville,52,24,21.08,20.9,20.9,20.9,20.9,28.48,24,17.33,21,3.82,25.73,16.9,0,,18.84,,,,,,,15.71,,,25.4
11/25/2020,San Diego St.,73,UCLA,58,-3,3.18,0.93,0.93,0.93,0.93,2.71,1,1.57,9,2.73,7.09,2.3,0,,4.6,,,,,,,5.37,,,1.8
11/25/2020,Santa Clara,62,Idaho St.,49,11.5,11.23,10.14,10.14,10.14,10.14,12,13,9.77,10,2.36,14.74,9.6,0,,16.23,,,,,,,8.47,,,13.4
11/25/2020,South Alabama,68,Florida Atlantic,66,4.5,3.12,2.75,2.75,2.75,2.75,-4.59,6,1.18,6,3.89,1.45,,0,,11.54,,,,,,,2.29,,,5.4
11/25/2020,South Carolina St.,61,Appalachian St.,81,-16.5,-10.89,-12.66,-12.66,-12.66,-12.66,-12.84,-13.5,,-7,2.49,-14.17,-9.7,0,,-9.07,,,,,,,-7.61,,,-8.8
11/25/2020,South Dakota,61,Colorado,84,17,-12.06,,,,,,14,-8.68,,4.18,-14.08,-9.2,,,-18.49,,,,,,,-9.83,,,
11/25/2020,South Dakota St.,71,West Virginia,79,-10.5,-10.54,-11.2,-11.2,-11.2,-11.2,-4.4,-9,-12.45,-11,2.53,-14.52,-9.2,1,,-7.59,,,,,,,-11.17,,,-11.3
11/25/2020,St. John's,76,St. Peter's,75,10.5,13.13,11.74,11.74,11.74,11.74,10.3,11,8.92,14,3.24,15.65,,0,,21.08,,,,,,,13.42,,,14.1
11/25/2020,TCU,69,Houston Baptist,45,28,23,24.23,24.23,24.23,24.23,16.46,28,,24,3.65,30.03,18,0,,20.53,,,,,,,22.42,,,24.6
11/25/2020,Texas,91,UT Rio Grande Valley,55,21,18.35,,,,,,20,20.7,,4.09,21.15,11.8,,,21.25,,,,,,,16.85,,,
11/25/2020,Texas Arlington,68,Oklahoma St.,75,-10,-7.16,-10.97,-10.97,-10.97,-10.97,0.55,-5,-8.99,-8,3.62,-4.94,-5.2,0,,-4.38,,,,,,,-4.93,,,-6.2
11/25/2020,Texas Tech,101,Northwestern St.,58,25.5,24.83,25.27,25.27,25.27,25.27,23.71,24.5,,24,3.36,30.21,16.8,0,,24.58,,,,,,,23.92,,,28.8
11/25/2020,UAB,99,Alcorn St.,50,19.5,15.48,13.95,13.95,13.95,13.95,21.72,20,,15,3.21,19.77,11.6,0,,13.87,,,,,,,13.28,,,19.2
11/25/2020,UC Davis,93,Nicholls St.,101,3,2.13,3.84,3.84,3.84,3.84,3.71,3,,-2,2.21,2.31,2.3,1,,-1.38,,,,,,,3.07,,,0.1
11/25/2020,UNLV,78,Montana St.,91,11.5,10.39,8.95,8.95,8.95,8.95,9.18,11.5,9.17,14,1.95,14.37,10,0,,11.24,,,,,,,9.88,,,11
11/25/2020,USC,95,California Baptist,87,19,13.75,13.37,13.37,13.37,13.37,8.42,19,11.17,12,3.16,18.01,11.3,0,,14.85,,,,,,,15.44,,,20.3
11/25/2020,Umass Lowell,76,San Francisco,68,-14,-12.4,-13.27,-13.27,-13.27,-13.27,-12.27,-12,,-17,3.2,-14.71,,1,,-4.8,,,,,,,-11.89,,,-10.3
11/25/2020,VA Commonwealth,85,Utah St.,69,-3.5,-4.39,-5.08,-5.08,-5.08,-5.08,-12.94,-2.5,-1.76,-4,3.22,-1.38,,1,,-3.68,,,,,,,-1.3,,,-2.9
11/25/2020,Virginia,89,Towson,54,18.5,17.24,20.15,20.15,20.15,20.15,26.38,18,16.06,10,4.83,13.57,,1,,11.7,,,,,,,13.12,,,18.2
11/25/2020,Virginia Tech,77,Radford,62,19,15.33,13.43,13.43,13.43,13.43,25.98,21,,9,5.39,20.36,10.7,0,,,,,,,,,12.13,,,21.4
11/25/2020,Wake Forest,111,Delaware St.,51,22.5,22.24,21.44,21.44,21.44,21.44,13.65,18.5,,27,4.31,28.66,17,0,,22.23,,,,,,,25.96,,,24.4
11/25/2020,Washington St.,56,Texas Southern,52,10,8.8,6.58,6.58,6.58,6.58,4.48,10,,13,3.66,16.63,10.4,0,,6.08,,,,,,,11.35,,,8.5
11/25/2020,Wisconsin,77,Eastern Illinois,67,20.5,19.85,20.31,20.31,20.31,20.31,21.09,20,21.16,21,2.33,22.43,15.6,0,,14.58,,,,,,,20.05,,,21.1
11/25/2020,Xavier,101,Oakland,49,15,15.34,13.65,13.65,13.65,13.65,13.32,22,14.39,18,2.61,20.84,,0,,,,,,,,,14.35,,,17.9
11/26/2020,Arizona St.,74,Villanova,83,-5.5,-5.21,-3.73,-3.83,-4.38,-2.7,-8.99,-4,-9.18,-8,2.44,-4.51,-2.7,1,,,,,,-2,,,-3.34,,,-5.9
11/26/2020,Austin Peay,67,East Tennessee St.,66,9,2.55,5.88,5.4,-0.8,13.91,2.98,5,0.37,-7,5.27,-0.86,5.8,1,,2.24,,,,2,,,-2.16,,,4.8
11/26/2020,BYU,86,New Orleans,61,19.5,22.07,21.14,21.95,22.28,19.39,15.63,18.5,23.5,30,3.59,26.42,19.3,0,,21.36,,,,9,,,22.18,,,21.7
11/26/2020,Belmont,95,Howard,78,14.5,16.44,16.11,16.76,17.01,14.77,11.04,11.5,19.07,23,4.03,20.31,16.3,1,,7.83,,,,1,,,15.94,,,19.1
11/26/2020,Clemson,81,Purdue,70,1,-2.62,-1.48,-1.29,-2.7,0.42,-4.87,1,-3.23,-4,1.72,-5.02,-1.8,1,,,,,,1,,,-3.72,,,-1.1
11/26/2020,Illinois,97,Chicago St.,38,42.5,40.96,40.97,41.51,41.9,39.71,34.52,37,42.56,47,7.72,41.78,30,0,,29.9,,,,11,,,59,,,42.7
11/26/2020,Kansas,90,Gonzaga,102,-4,-1.73,-0.96,-1.02,-1.03,-0.9,5.98,-1.5,-7.16,0.01,4.31,-0.71,-1.8,1,,0.21,,,,3,,,-12,,,-1.4
11/26/2020,LSU,94,SIU Edwardsville,81,29.5,22.98,24.84,25.35,25.5,23.82,26.62,25,19.04,22,3.36,26.48,16.4,1,,19.32,,,,13,,,21.05,,,25.4
11/26/2020,Memphis,69,Western Kentucky,75,4,3.43,6.57,7.06,6.71,6.43,-8.44,3,4.75,5,5.38,6.15,5.8,1,,,,,,2,,,-6,,,3.7
11/26/2020,Middle Tenn St.,59,Nebraska Omaha,60,2,0.18,0.52,-0.18,-1.35,3.35,-6.62,-1,1.84,1,2.62,0.14,-0.6,1,,3,,,,3,,,-1,,,2
11/26/2020,Mississippi St.,73,Liberty,84,4.5,5.09,4.03,4.44,5.91,2.51,0.94,5,5.2,6,2.32,8.33,4.1,1,,,,,,18,,,8.98,,,5.6
11/26/2020,Nebraska,66,Nevada,69,5,1.16,-0.01,0.13,0.85,-1.34,1.32,5,-4.45,-4,3.68,0.63,2.6,0,,8.05,,,,5,,,5.92,,,4.2
11/26/2020,North Texas,116,Miss Valley St.,62,35,27.48,22.18,22.79,23.07,20.89,31.43,33,28.8,34,5.06,36.5,23.8,0,,28.3,,,,11,,,26.94,,,31.1
11/26/2020,Oakland,53,Toledo,80,-11,-7.21,-6.03,-6.81,-7.51,-3.93,-10.44,-5,-5.37,-8,1.97,-9.34,-4.7,1,,-7.99,,,,-1,,,-7.12,,,-9.3
11/26/2020,Rhode Island,64,Boston College,69,0,2.12,1.15,1.36,1.88,0.41,3.04,0,-0.99,6,1.91,4.05,3.3,1,,,,,,5,,,0.98,,,2.1
11/26/2020,St. John's,82,La Salle,65,10,11.53,10.89,10.55,10.41,11.84,13.33,10,8.33,15,2.17,13.45,,0,,12.69,,,,4,,,7.9,,,12.4
11/26/2020,St. Joseph's PA,91,Auburn,96,-7.5,-12.79,-13.28,-13.79,-14,-12.16,-11.32,-12,-13.99,-21,3.13,-11.96,-12.1,1,,-9.14,,,,-3,,,-12.38,,,-8.4
11/26/2020,St. Mary's,66,Northern Iowa,64,-1,2.15,3.39,3.44,3.95,3.48,1.78,-1,5.69,3,2.37,0.8,-1.3,1,,,,,,8,,,1.87,,,-2.4
11/26/2020,Towson,68,San Francisco,79,-7.5,-5.29,-1.21,-1.79,-5.9,4.6,-12.47,-8,-6.3,-9,4.64,-10.06,-5.9,1,,-1.61,,,,-9,,,-7.85,,,-6
11/26/2020,Utah St.,59,South Dakota St.,83,-2,2.71,-0.02,-0.04,3.24,-2.56,1.89,-2,7.08,5,3.21,5.95,5.9,1,,,,,,4,,,4.22,,,-0.8
11/26/2020,West Virginia,78,VA Commonwealth,66,10.5,7.4,7.08,6.46,9.84,3.14,15.45,9,2.51,6,3.77,9.95,8,1,,,,,,1,,,3.52,,,9.5
11/26/2020,Xavier,51,Bradley,50,10,8.45,7.12,7.61,8.32,5.11,9.05,11,10.53,13,3.43,9.21,7.9,0,,8.26,,,,7,,,1,,,14.3
11/27/2020,Arizona,74,Grambling St.,55,30,23.95,25.69,25.68,25.7,25.68,9.81,24,26.26,26,6.25,35.37,20,0,,16.52,,,,,,,26.63,,,24.1
11/27/2020,Charleston Southern,50,Eastern Kentucky,60,-8,-5.82,-3.49,-5.64,-3.21,-1.58,-5.52,-6.5,-3.14,-8,2.98,-12.15,-5.8,1,,-9.65,,,,,,,-5.41,,,-6.3
11/27/2020,Chicago St.,44,North Carolina A&T,74,-11.5,-12,-15.59,-14.42,-15.09,-17.55,-7.43,-11.5,-9.3,-18,4.33,-6.7,-10.6,1,,-13.78,,,,,,,-5.12,,,-10.4
11/27/2020,Connecticut,69,Hartford,57,23.5,18.75,19.52,19.37,19.57,19.64,16.72,20,19.32,16,2.27,23.7,,0,,17.48,,,,,,,15.51,,,19.4
11/27/2020,East Tennessee St.,57,Middle Tenn St.,43,1,3.9,5.2,1.76,6.04,8.04,4.83,0,4.27,16,4.95,0.22,1.9,1,,-2.65,,,,,,,3.12,,,-1.9
11/27/2020,George Mason,67,Belmont,77,-2.5,-2.78,-1.98,-2.18,-1.87,-1.89,0.92,-2,-6.96,-9,2.8,-2.02,-4,1,,0.59,,,,,,,-2.21,,,-2.8
11/27/2020,Georgia Tech,73,Mercer,83,12,10.23,9.76,7.89,10.39,11.3,9.5,13,7.91,9,2.23,12.61,,0,,7.71,,,,,,,11.54,,,14.9
11/27/2020,Gonzaga,90,Auburn,67,18,10.06,8.57,9.96,8.26,7.75,9.1,15,9.07,10,3.84,17.42,9,1,,13.71,,,,,,,2.66,,,15.2
11/27/2020,Houston,68,Boise St.,58,12.5,12.44,9.6,9.61,9.6,9.58,18.96,12,10.28,15,3.79,20.22,9.8,0,,11.71,,,,,,,11.05,,,13.9
11/27/2020,Illinois,77,Ohio,75,16,19.74,18.23,17.94,18.77,17.99,15.1,16,24.42,21,6.27,36.2,14.9,0,,11.42,,,,,,,17.95,,,23
11/27/2020,Incarnate Word,53,Rice,68,-4.5,-5.77,-5.61,-5.56,-5.72,-5.57,3.66,-6,-11.67,-6,3.86,-11.06,-7.1,0,,-3.02,,,,,,,-6.88,,,-4.7
11/27/2020,Iowa,103,Southern,76,28.5,27.96,28.33,29.39,27.85,27.88,27.24,22,32.33,20,3.8,34.05,,0,,24.13,,,,,,,26.29,,,30.1
11/27/2020,Jacksonville St.,60,Florida Atlantic,50,-2.5,-3.52,-3.25,-3.05,-3.6,-3.1,-6.39,-2,-1.56,-4,2.24,-6.71,,1,,1.57,,,,,,,-4.68,,,-3.9
11/27/2020,James Madison,73,Norfolk St.,83,4.5,2.87,3.35,3.35,3.36,3.35,-3.21,1,3.33,0.01,2.88,0.49,1.7,0,,5.6,,,,,,,7.83,,,5.3
11/27/2020,Kansas,94,St. Joseph's PA,72,20.5,18.41,18.18,16.46,18.61,20.21,17.35,18,16.32,27,3.31,16.51,14.9,1,,21.29,,,,,,,15.32,,,18.8
11/27/2020,Kansas St.,58,Colorado,76,-5,-2.89,-0.97,-4.65,0.22,2.1,-3.21,-6,-5.54,0.01,3.19,-9.74,-3.4,0,,-3.53,,,,,,,-1.09,,,-4.9
11/27/2020,Louisiana Tech,76,Texas Arlington,71,6.5,6.52,4.71,5.26,4.41,4.45,5.64,6,6.4,10,2.29,5.96,9.6,0,,10.14,,,,,,,3.92,,,7.8
11/27/2020,Louisville,71,Seton Hall,70,5.5,4.31,4.98,5.07,4.91,4.96,-3.74,6,3.03,6,3.43,8.81,,0,,0.6,,,,,,,4.95,,,7.8
11/27/2020,Marquette,75,Eastern Illinois,50,14.5,16.14,17.91,17.59,17.68,18.48,9.26,15,19.5,17,3.39,18.49,14.8,0,,9.48,,,,,,,17.57,,,15.9
11/27/2020,Marshall,70,Arkansas St.,56,14,10.54,8.05,8.01,8.1,8.02,19.02,12,7.94,8,4.5,11.92,7.1,0,,19.3,,,,,,,7.18,,,13.9
11/27/2020,Maryland,82,Navy,52,16,18.91,20.05,18.64,20.48,21.15,14.11,14,21.7,24,3.68,21.82,14.5,0,,11.85,,,,,,,20.97,,,17.7
11/27/2020,Memphis,59,VA Commonwealth,70,5.5,3.97,5.96,3.77,6.48,7.53,1.07,6.5,1.43,-1,3.08,1.67,8.6,1,,7.09,,,,,,,1.69,,,3.3
11/27/2020,Morehead St.,64,Richmond,82,-21,-17.26,-17.83,-17.89,-18.11,-17.5,-20.62,-17,-12.04,-20,3.5,-23.98,-13,1,,-14.71,,,,,,,-13.21,,,-18.2
11/27/2020,NC Asheville,68,NC Wilmington,76,6,5.24,5.65,7.17,5.33,4.6,2.9,5.5,0.39,4,2.63,9.25,4.4,0,,8.72,,,,,,,2.78,,,7.7
11/27/2020,NC Greensboro,77,Arkansas-Little Rock,70,5,5.19,6.92,6.37,7.34,7.03,-0.02,0,5.51,6,2.61,5.84,1.3,1,,8.11,,,,,,,2.03,,,5.8
11/27/2020,Nicholls St.,70,Idaho St.,51,7.5,4.83,5.18,7.44,4.37,3.6,1.28,5,6.93,7,2.45,6.94,4.7,1,,5,,,,,,,-0.58,,,6.1
11/27/2020,North Carolina St.,86,North Florida,51,21,19.83,19.15,21.04,18.83,17.74,26.96,20,17.69,17,4.26,28.51,13.1,0,,19.17,,,,,,,17.51,,,21.3
11/27/2020,Northern Iowa,71,Utah St.,82,2.5,1.32,0.73,3.38,0.21,-2.25,-2.08,2.5,-0.96,0.01,2.64,6.86,2.2,1,,3.13,,,,,,,1.17,,,3.5
11/27/2020,Oakland,60,Bradley,74,-16,-12.49,-9.37,-12.03,-9.54,-6.79,-10.06,-10,-9.58,-14,6.2,-30.54,-7.6,1,,-13.22,,,,,,,-12.49,,,-14.6
11/27/2020,Prairie View,64,Evansville,61,2.5,-0.04,-2.87,-2.95,-2.36,-3.3,0.25,1,-2.39,4,2.95,4.97,0.8,1,,3.72,,,,,,,-0.94,,,0.6
11/27/2020,Rutgers,96,Fairleigh Dickinson,75,24.5,20.24,19.38,21.05,18.9,18.35,15.29,22,20.01,24,5.01,31.28,15.6,0,,12.09,,,,,,,23.46,,,23.5
11/27/2020,San Diego St.,77,UC Irvine,58,12.5,13.72,12.75,15.45,11.91,10.89,19.07,13,11.24,13,3.81,21.54,7.8,0,,11.55,,,,,,,12.92,,,16.5
11/27/2020,Santa Clara,66,UC Davis,63,7.5,7.98,7.24,9.58,6.5,5.77,13.1,9,3.63,5,3.12,13.19,5.7,0,,9.97,,,,,,,6.26,,,9.8
11/27/2020,South Dakota,53,Drake,69,-10,-7.1,-5.88,-9.83,-4.99,-3.19,-13.38,-9,-3.91,-1,4.01,-11.05,-5.9,1,,-13.62,,,,,,,-6.62,,,-5.8
11/27/2020,St. Mary's,72,South Dakota St.,59,-2.5,-0.02,2.81,-0.39,3.16,5.74,-4.34,-1.5,3.03,4,4.34,-9.52,-1.5,1,,-0.22,,,,,,,1.22,,,-4.2
11/27/2020,St. Peter's,62,La Salle,51,2,0.88,0.38,1.03,0.69,-0.58,6.02,2,-1.08,3,3.93,6.9,,1,,-7.92,,,,,,,-0.66,,,1.9
11/27/2020,Syracuse,85,Bryant,84,22.5,22.01,21.61,21.5,21.83,21.51,28.63,21,22.23,23,4.27,23.89,11.2,0,,27.03,,,,,,,18.95,,,22.7
11/27/2020,Texas Tech,84,Sam Houston St.,52,28.5,24.92,21.25,21.66,21.53,20.59,29.27,28,21.97,28,6.37,38.64,13.4,0,,28.94,,,,,,,24.63,,,29.2
11/27/2020,Tulane,66,Lamar,57,10,6.92,6.18,6.48,6.42,5.64,-1.41,5.5,4.4,7,4.05,14.81,7.8,0,,5.67,,,,,,,13.02,,,7
11/27/2020,UCLA,107,Pepperdine,98,6.5,4.25,5.52,2.55,6.35,7.81,2.05,7,8.81,4,3.15,-1.97,5.6,1,,1.5,,,,,,,1.82,,,7
11/27/2020,Vanderbilt,77,Valparaiso,71,6,6.26,6.57,6.55,6.61,6.55,5.4,5,2.83,6,2.35,6.39,2.4,0,,11.9,,,,,,,7.15,,,6.8
11/27/2020,Wake Forest,71,Longwood,60,20.5,19.04,15.85,16.3,16.41,14.86,14,18,20.57,23,5.77,33.18,12.2,0,,16.61,,,,,,,23.08,,,22.4
11/27/2020,West Virginia,70,Western Kentucky,64,5.5,7.71,8.04,5.27,8.32,9.76,4.27,7.5,7.41,10,2.55,9.55,11,1,,2.41,,,,,,,7.64,,,8.9
11/27/2020,Western Carolina,64,Troy St.,66,8.5,7.14,4.88,6.49,4.7,3.46,10.28,6,3.52,14,3.26,10.81,5.7,1,,8.21,,,,,,,5.26,,,8.4
