date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,linesaggm,linemoore,lineopen,linedok,linefox,std,linepugh,linedonc,neutral,linetalis,lineespn,linepir,linepiw,linepib,line7ot,lineer,linedd,linemassey,linedunk,lineround,lineteamrnks
11/05/2019,Coppin St.,,Rider,-13,-13,-10.25,-9.88,-9.88,-9.88,-9.88,-14,-13,-13.13,-9,2.62,-12.75,-4.9,0,-11.4,,,,,2,,,-6.85,-12.98,,-8.7
11/05/2019,Cornell,,Binghamton,8,8,8.16,6.61,6.61,6.61,6.61,10.06,6.5,7.9,9,1.55,6.83,7.6,0,10,,,,,2,,,9.22,11.04,,8
11/05/2019,Creighton,,Kennesaw St.,27,27,26.54,24.36,24.36,24.36,24.36,23.91,26,27.37,30,2.97,29.74,22.5,0,29.1,,,,,2,,,28.81,31.58,,24.6
11/05/2019,DePaul,,Alcorn St.,24,24,24.13,24.15,24.15,24.15,24.15,16.05,23,20.89,27,4.18,30.2,20.5,0,24.9,,,,,2,,,26.2,31.4,,19.9
11/05/2019,Duke,,Kansas,-2,-2,5.51,5.68,5.68,5.68,5.68,0.73,4,1.99,6,3.65,5.67,14.4,1,8.7,,,,,,,,3.45,7.59,,0.4
11/05/2019,Duquesne,,Princeton,6,6,4.44,3.96,3.96,3.96,3.96,7.33,5.5,-0.18,4,2.23,7.45,2.3,0,4.8,,,,,2,,,2.7,5.73,,7.7
11/05/2019,East Carolina,,VMI,8.5,8.5,7.3,12.01,12.01,12.01,12.01,-4.06,8,7.88,3,4.74,7.88,4.1,0,4,,,,,2,,,5.51,9.17,,9.4
11/05/2019,Eastern Kentucky,,Chattanooga,3,3,3.07,0.63,0.63,0.63,0.63,5.07,4.5,1.83,6,2.07,4.07,4.7,0,5.1,,,,,2,,,3.48,5.17,,2
11/05/2019,Fairfield,,Bucknell,-4,-4,-5.56,-6.42,-6.42,-6.42,-6.42,-4.15,-5,-5.88,-5,1.21,-5.7,-5.3,0,-6.9,,,,,2,,,-5.94,-5.28,,-2.4
11/05/2019,Florida,,North Florida,21.5,21.5,20.12,19.53,19.53,19.53,19.53,14.22,20,26.97,22,3.77,22.27,12.5,0,20,,,,,2,,,19.77,24.65,,21.1
11/05/2019,Fordham,,St. Francis-NY,8.5,8.5,6.13,8.04,8.04,8.04,8.04,4.04,9,5.02,5,2.59,10.25,0.1,0,4.8,,,,,2,,,4.88,5.78,,7.6
11/05/2019,Gardner Webb,,Furman,-3.5,-3.5,-3.62,-2.49,-2.49,-2.49,-2.49,-5.17,-3,-6.08,-3,2.63,-7,2.1,0,-4.5,,,,,2,,,-2.81,-8.29,,-2.4
11/05/2019,George Mason,,Navy,11.5,11.5,10.64,11.14,11.14,11.14,11.14,7.65,10,8.54,9,2.03,14.22,8.4,0,11.9,,,,,2,,,8.83,13.62,,11.6
11/05/2019,Georgia,,Western Carolina,15.5,15.5,16.34,17.77,17.77,17.77,17.77,8.88,16.5,18.89,13,3.13,18.31,15.9,0,13.2,,,,,2,,,15.58,20.98,,16.6
11/05/2019,Gonzaga,,Alabama St.,35.5,35.5,36.67,34.1,34.1,34.1,34.1,29.86,33,36.48,44,4.99,41.34,31,0,42.1,,,,,2,,,38.99,44.54,,32
11/05/2019,High Point,,William & Mary,-2.5,-2.5,1.01,-0.33,-0.33,-0.33,-0.33,1.02,-1,-2.19,5,2.66,1.28,6.1,0,3.3,,,,,2,,,1.9,1.38,,-3.4
11/05/2019,Illinois,,Nicholls St.,22.5,22.5,21.47,25.01,25.01,25.01,25.01,16.32,23.5,18.29,16,3.21,23.5,20.5,0,20.9,,,,,2,,,20.6,20.91,,22
11/05/2019,Indiana,,Western Illinois,21,21,21.57,20.26,20.26,20.26,20.26,14.67,21.5,23.12,21,2.73,23.97,22.5,0,23.2,,,,,2,,,22.02,26.2,,22.7
11/05/2019,Iowa St.,,Miss Valley St.,34,34,36.19,36.24,36.24,36.24,36.24,34.22,34,31.67,39,3.55,38.75,29.7,0,39.3,,,,,2,,,40.9,40.37,,31.6
11/05/2019,Kansas St.,,North Dakota St.,11,11,16.17,12.64,12.64,12.64,12.64,8.24,13,14.51,19,4.55,19.82,19.7,0,19.7,,,,,,,,21.91,23.1,,13.7
11/05/2019,Kentucky,,Michigan St.,-3,-3,-1.18,-2.06,-2.06,-2.06,-2.06,-5.31,-1,-1.48,1,3.85,-2.77,10.2,1,-3.3,,,,,,,,-2.17,,,-2.1
11/05/2019,Lafayette,,Columbia,-1,-1,-1.92,-1.26,-1.26,-1.26,-1.26,0.32,-1.5,-4.09,-5,1.67,-4.28,-1.2,0,-2.6,,,,,2,,,-1.36,0.46,,-2.2
11/05/2019,Lehigh,,Monmouth,4,4,5.62,2.7,2.7,2.7,2.7,2.17,2.5,4.46,6,3.07,6.31,8.3,0,11.7,,,,,2,,,6.86,9.91,,6.5
11/05/2019,Loyola-Chicago,,UC Davis,12.5,12.5,12.52,12.6,12.6,12.6,12.6,15.07,14,11.39,11,1.4,14.25,10,0,12,,,,,2,,,11.94,14.36,,12.4
11/05/2019,Marquette,,Loyola-Maryland,18,18,20.99,19.01,19.01,19.01,19.01,12.53,18,23.56,21,3.72,22.89,21.5,0,23.2,,,,,2,,,22.51,28.79,,20.9
11/05/2019,Maryland,,Holy Cross,28,28,25.49,29.42,29.42,29.42,29.42,16.81,25.5,25.86,24,3.86,27.41,22.5,0,22.3,,,,,2,,,23.73,23,,28.1
11/05/2019,Massachusetts,,Umass Lowell,6.5,6.5,5.73,7.49,7.49,7.49,7.49,3.3,0,6.4,2,2.14,6.93,2.7,0,4.6,,,,,2,,,5.56,8.68,,4.4
11/05/2019,Memphis,,South Carolina St.,26,26,27.78,29.71,29.71,29.71,29.71,12.7,27,38.3,29,5.6,28.35,24.6,0,26.8,,,,,2,,,29.3,28.29,,25
11/05/2019,Miami-Florida,,Louisville,-6,-6,-3.62,-3.95,-3.95,-3.95,-3.95,-1.37,-7,-5.26,-3,1.33,-2.95,-2.3,0,-4.4,,,,,,,,-2.16,-3.38,,-6.4
11/05/2019,Michigan,,Appalachian St.,16.5,16.5,22.69,21.75,21.75,21.75,21.75,14.9,18.5,21.86,25,4.06,25.27,21.5,0,25.4,,,,,2,,,28.87,28.63,,16.5
11/05/2019,Minnesota,,Cleveland St.,22,22,21.33,21.7,21.7,21.7,21.7,20.8,20.5,20.61,21,0.81,21.48,22,0,22.3,,,,,2,,,22.17,20.86,,19.3
11/05/2019,Mississippi St.,,Florida International,16.5,16.5,19.63,18.23,18.23,18.23,18.23,10.77,16.5,20,24,3.46,22.53,21,0,21.7,,,,,2,,,21.36,23.52,,17.4
11/05/2019,Morehead St.,,Samford,-4,-4,-2.38,-0.94,-0.94,-0.94,-0.94,-4.03,-4,-0.11,-3,1.9,-6.24,-0.3,0,-3.9,,,,,2,,,-1.87,-3.31,,-4.4
11/05/2019,NC Greensboro,,North Carolina A&T,18,18,18.54,19.23,19.23,19.23,19.23,19.68,18.5,19.83,18,1.93,18.82,12.5,0,19.1,,,,,2,,,17.48,19.01,,19.7
11/05/2019,Nebraska,,Cal Riverside,15,15,20.42,17.98,17.98,17.98,17.98,6.51,15,21.94,21,5.38,23.1,23,0,25.5,,,,,2,,,26.4,27.39,,18.7
11/05/2019,Nevada,,Utah,5,5,8.27,5.72,5.72,5.72,5.72,3.92,6,4.6,12,3.97,10.5,15.8,0,12.9,,,,,2,,,7.78,12.62,,4.5
11/05/2019,North Carolina St.,,Georgia Tech,7,7,9.81,10.02,10.02,10.02,10.02,7.88,8.5,7.67,11,1.57,8.4,11.7,0,11.2,,,,,2,,,8.27,12.73,,8.6
11/05/2019,Northern Iowa,,Old Dominion,4,4,0.81,2.73,2.73,2.73,2.73,0.06,5.5,-1.32,0.01,2.86,1.72,-3.6,0,-1.7,,,,,,,,-0.39,-2.33,,7.1
11/05/2019,Oklahoma,,Texas San Antonio,13,13,15.23,13.02,13.02,13.02,13.02,15.99,13.5,13.51,16,2.14,17.51,14.2,0,19.7,,,,,2,,,16.87,16.77,,15.3
11/05/2019,Oregon,,Fresno St.,15,15,11.03,13.53,13.53,13.53,13.53,3.73,13.5,11.44,14,3.29,8.73,12.8,0,9,,,,,2,,,11.74,5.73,,12.1
11/05/2019,Oregon St.,,CS Northridge,13,13,13.87,11.76,11.76,11.76,11.76,9.79,12.5,16.46,11,2.61,15.06,16.3,0,16.7,,,,,2,,,15.5,17.46,,15
11/05/2019,Penn St.,,Md. Eastern Shore,31.5,31.5,34.08,34.88,34.88,34.88,34.88,25.55,32,31.83,36,4.8,38.07,23.5,0,36.9,,,,,2,,,39.9,38.75,,33
11/05/2019,Providence,,Sacred Heart,18.5,18.5,17.68,18.88,18.88,18.88,18.88,11.48,19,20.39,16,2.93,19.02,13.8,0,14.5,,,,,,,,17.47,21.9,,19.7
11/05/2019,Rhode Island,,LIU Brooklyn,15.5,15.5,12,11.37,11.37,11.37,11.37,8.77,13.5,17.53,10,2.64,15.79,9.2,0,,,,,,,,,12.39,12.87,,
11/05/2019,SMU,,Jacksonville St.,12.5,12.5,8.02,7.06,7.06,7.06,7.06,4.71,11.5,9.96,3,3.91,10.87,6.2,0,4.1,,,,,2,,,6.46,16.67,,14
11/05/2019,SW Missouri St.,,Arkansas-Little Rock,13,13,7.96,9.88,9.88,9.88,9.88,1.79,13.5,7.68,8,2.41,4.98,9.6,0,7.3,,,,,2,,,7.04,7.71,,9.9
11/05/2019,Saint Louis,,Florida Gulf Coast,9,9,9.63,6.45,6.45,6.45,6.45,10.92,8.5,7.01,15,3.12,11.44,8.5,0,13.1,,,,,2,,,12.25,13.19,,8
11/05/2019,San Diego,,UC Irvine,-5.5,-5.5,0.05,-2.8,-2.8,-2.8,-2.8,-4.07,-2.5,-1.42,-1,3.14,3.55,0.4,0,3.3,,,,,,,,2.79,5.04,,3.2
11/05/2019,San Diego St.,,Texas Southern,15,15,13.77,18.67,18.67,18.67,18.67,6.63,15,12.68,10,4.49,16.16,7,0,11.2,,,,,2,,,9.79,15.43,,15.4
11/05/2019,Seton Hall,,Wagner,29,29,25.63,29.99,29.99,29.99,29.99,21.11,0,23.02,26,3.98,26.98,18.5,0,21.4,,,,,2,,,23.71,23.84,,28.7
11/05/2019,Siena,,American,6,6,0.84,0.68,0.68,0.68,0.68,-4.17,1.5,3.43,2,2.05,-1.18,2.8,0,-1,,,,,2,,,1.39,2.38,,2.6
11/05/2019,South Dakota St.,,UT Rio Grande Valley,5,5,8.13,4.17,4.17,4.17,4.17,4.83,4.5,12.58,12,3.66,9.6,8.6,0,12.1,,,,,2,,,8.51,12.71,,
11/05/2019,South Florida,,Arkansas Pine Bluff,21.5,21.5,20.48,22.87,22.87,22.87,22.87,24.75,21.5,15.43,18,3.62,21.5,11.9,0,19.6,,,,,2,,,19.28,21.12,,23.2
11/05/2019,St. Bonaventure,,Ohio,12,12,10,10.43,10.43,10.43,10.43,10.25,12,9.21,12,0.95,10.57,9.4,0,8.8,,,,,2,,,8.62,8.97,,10.5
11/05/2019,St. Joseph's PA,,Bradley,-5,-5,1.33,-1.42,-1.42,-1.42,-1.42,2.62,-3,1.39,3,2.2,0.97,2.1,0,3.4,,,,,,,,2.23,5.47,,1.8
11/05/2019,Stony Brook,,Yale,-1,-1,-0.81,-0.24,-0.24,-0.24,-0.24,7.51,-1,-2.99,-1,2.88,-3.99,-2.1,0,-2.6,,,,,,,,-3.48,-1.37,,0.4
11/05/2019,Temple,,Drexel,12,12,15.83,14.29,14.29,14.29,14.29,14.36,13,17.22,19,1.53,16.17,16.6,0,15.1,,,,,2,,,16.05,17.4,,16.7
11/05/2019,Tennessee,,NC Asheville,26.5,26.5,31.93,26.72,26.72,26.72,26.72,23.38,26,27.01,38,6.61,35.63,38.5,0,40.9,,,,,2,,,40.42,38.14,,26.2
11/05/2019,Tennessee St.,,Alabama A&M,13.5,13.5,11.3,13.02,13.02,13.02,13.02,3.69,12.5,12.8,14,3.33,12.08,4.4,0,11.9,,,,,2,,,10.56,12.12,,13.3
11/05/2019,Texas,,Northern Colorado,16.5,16.5,18.3,21.01,21.01,21.01,21.01,8.53,16,17.2,16,3.78,22.67,16,0,16.9,,,,,2,,,21.76,17.15,,17.6
11/05/2019,Texas Tech,,Eastern Illinois,21.5,21.5,28.14,24.62,24.62,24.62,24.62,16.95,23,29.58,38,6.27,33.41,24.2,0,33.3,,,,,2,,,37.4,,,26.3
11/05/2019,Towson,,George Washington,5.5,5.5,3.82,2.7,2.7,2.7,2.7,12.43,6,2.26,6,2.89,4.16,2.8,0,2.7,,,,,2,,,2.15,1.2,,5.2
11/05/2019,Tulsa,,Houston Baptist,16,16,14.14,14.04,14.04,14.04,14.04,5.51,0,13.99,12,3.11,16.41,15.6,0,13.7,,,,,2,,,16.67,18.86,,14.9
11/05/2019,UNLV,,IPFW,11.5,11.5,6.55,7.5,7.5,7.5,7.5,3.3,10.5,4.04,4,2.36,8.14,5.8,0,3.7,,,,,2,,,5.7,9.73,,10.8
11/05/2019,USC,,Florida A&M,26.5,26.5,24.4,27.58,27.58,27.58,27.58,11.93,26.5,28.27,24,5.07,27.63,16.1,0,23,,,,,2,,,22.98,24.72,,28.2
11/05/2019,Utah St.,,Montana St.,21.5,21.5,20.34,22.12,22.12,22.12,22.12,14.27,21.5,22.29,17,2.54,20.76,21.2,0,19.9,,,,,2,,,17.97,19.69,,22.8
11/05/2019,VA Commonwealth,,St. Francis (PA),19.5,19.5,18.83,18.72,18.72,18.72,18.72,14.2,2,19.94,20,2.5,22.71,14.5,0,20,,,,,2,,,16.79,19.66,,22.1
11/05/2019,Valparaiso,,Toledo,-3,-3,-4.35,-2.92,-2.92,-2.92,-2.92,-3.31,-3.5,-3.15,-6,1.91,-6.53,-7.3,0,-7.6,,,,,2,,,-4.04,-4.98,,-1.9
11/05/2019,Villanova,,Army,23.5,23.5,23.65,23.92,23.92,23.92,23.92,15.53,23,27.88,24,3.54,25,20,0,21,,,,,2,,,24.84,30.15,,23.4
11/05/2019,Western Kentucky,,Tennessee Tech,19,19,19.02,19.71,19.71,19.71,19.71,19.83,19,15.72,15,2.05,17.85,20.9,0,17.9,,,,,2,,,17.99,21.63,,21.6
11/05/2019,Wichita St.,,Nebraska Omaha,15,15,13.25,15.53,15.53,15.53,15.53,4.4,13.5,12.62,15,3.45,14.87,8.4,0,10.6,,,,,2,,,15.27,14.68,,14.3
11/05/2019,Wisconsin,,St. Mary's,-4.5,-4.5,2.14,1.28,1.28,1.28,1.28,-1.13,-2.5,1.56,-1,3.1,1.13,10.5,1,4.7,,,,,,,,2.5,4.88,,-0.4
11/05/2019,Wyoming,,Idaho St.,7.5,7.5,6.25,8.33,8.33,8.33,8.33,3.59,8,5.76,5,2.05,8.43,4.6,0,2.2,,,,,2,,,6.63,6.15,,5.6
11/05/2019,Xavier,,Jacksonville,23.5,23.5,21.52,24.59,24.59,24.59,24.59,16.84,24,26.67,21,4.52,22.58,11,0,16.8,,,,,2,,,21.33,,,23.6
11/06/2019,Arizona,91,Northern Arizona,52,23,18.81,21.5,21.34,21.61,13.03,1.08,22.5,29.24,14,6.67,24.27,18.1,0,18.3,15.77,,,,0,,,19.44,21.5,,24.2
11/06/2019,Boston College,77,Wake Forest,70,2.5,5.89,7.38,7.34,7.4,5.42,3.36,2.5,2.81,6,1.85,5.18,8.3,0,7.5,5.72,,,,0,,,5.42,7.75,,2.9
11/06/2019,Butler,80,IUPUI,47,20,15.07,18.06,17.93,18.14,11.18,9.71,19.5,17.73,10,3.47,17.37,11.3,0,12.9,16.36,,,,0,,,13.21,18.06,,19
11/06/2019,Colgate,80,NJIT,75,7.5,8.42,8.38,8.33,8.41,5.95,10.09,6,6.06,13,2.05,6.85,7.2,0,7.4,7.48,,,,0,,,7.49,11.77,,9.5
11/06/2019,Georgetown,81,Mount St. Marys,68,20,19.04,22.32,22.15,22.44,13.47,12.86,19.5,20.03,16,3.4,20.71,16.4,0,20.2,15.84,,,,0,,,20.78,22.17,,21.2
11/06/2019,Hofstra,71,San Jose St.,79,18,20.28,17.6,17.47,17.68,10.92,24.49,19,19.4,28,4.3,20.48,22.1,0,26.7,20.1,,,,0,,,20.35,21.07,,17.6
11/06/2019,Illinois St.,79,Belmont,72,-5.5,-6.34,-4.01,-3.95,-4.06,-0.71,-11.07,-6,-4.8,-14,3.81,-8.87,-7.8,0,-11.5,-2.02,,,,0,,,-6.05,-4.78,,-5.2
11/06/2019,James Madison,79,NC Charlotte,74,3.5,4.99,6.62,6.59,6.64,5.01,5.91,6,4.82,5,1.36,3.85,3.7,0,5,5.01,,,,0,,,3.32,2.17,,6.2
11/06/2019,Maine,84,Merrimack,64,-1,6.95,10.02,10.09,10.2,6.91,,1,2.41,3,5.6,6.71,3.9,0,21,6.96,,,,,,,-0.26,,,2.5
11/06/2019,Missouri,82,Incarnate Word,42,27,25.14,24.65,24.49,24.82,14.75,18.23,27.5,24.34,27,4.47,30.65,23.5,0,27.9,23.86,,,,0,,,31.11,28.53,,28.2
11/06/2019,North Carolina,76,Notre Dame,65,9.5,13.91,11.61,11.78,11.92,7.83,7.42,10.5,15.18,21,4.82,14.4,21.4,0,19.8,7.92,,,,0,,,16.51,17.42,,10.5
11/06/2019,Ohio St.,64,Cincinnati,56,5.5,3.89,6.14,6.14,6.19,4.77,4.81,6,6.62,1,2.58,2.53,-0.9,0,2.3,3.76,,,,0,,,0.88,2.42,,7.8
11/06/2019,Oklahoma St.,80,Oral Roberts,75,16,17.27,17.5,17.39,17.6,10.88,15.44,15.5,19.34,16,2.42,18.22,15.7,0,17.7,17.36,,,,0,,,20.63,20.57,,17.4
11/06/2019,Pittsburgh,63,Florida St.,61,-4,-6.11,-3.92,-3.91,-4.02,-0.7,-12.58,-4.5,-8.53,-10,3.91,-6.39,-8.9,0,-6.9,0.5,,,,0,,,-9.17,-9.44,,-1.6
11/06/2019,Purdue,79,Wisconsin-Green Bay,57,23,21.25,22.18,22.09,22.38,13.44,13.76,19,20.75,24,4.44,27.48,23,0,23.9,14.7,,,,0,,,24.75,25.81,,19.3
11/06/2019,South Carolina,77,North Alabama,55,20,20.2,19.74,19.59,19.83,12.08,12.33,20,25.49,24,4.17,21.66,21.5,0,20,17.65,,,,0,,,23.38,26.07,,19.5
11/06/2019,St. John's,109,Mercer,79,11,12.06,13.88,13.78,13.94,8.92,9.26,11.5,11.37,13,2.4,11.15,16.5,0,10.9,8.62,,,,0,,,11.9,15.17,,10.5
11/06/2019,Stanford,73,Montana,62,10,6.1,5.65,5.63,5.66,4.49,9.72,9,4.21,4,1.88,9.18,4.1,0,5.5,6.59,,,,0,,,5.69,6.17,,8.8
11/06/2019,Syracuse,34,Virginia,48,-3,-5.57,-3.22,-3.3,-3.4,-0.37,-11.01,-3,-4.67,-8,3.28,-8.04,-8.4,0,-8.8,-3.33,,,,0,,,-8.13,,,-1.8
11/06/2019,Texas A&M,77,Northwestern St.,63,27,24.09,24.33,24.16,24.47,14.57,23.86,27.5,27.08,22,3.75,28.81,22.5,0,23.5,19.9,,,,0,,,26.38,26.84,,28.9
11/06/2019,Texas A&M Corpus,49,Louisiana Tech,82,-8,-6.49,-7.58,-7.47,-7.63,-2.64,-6.85,-8,-6.07,-3,1.74,-7.99,-7.5,0,-5.3,-6.95,,,,0,,,-6.23,-8,,-7.6
11/06/2019,Tulane,76,SE Louisiana,55,7,4,6.58,6.56,6.62,5,-4.58,5.5,1.58,-3,5.26,5.95,-3.6,0,2.7,13.23,,,,0,,,3.05,4.12,,11.8
11/06/2019,UC Santa Barbara,83,Jackson St.,62,16,15.1,16.31,16.37,16.33,14.21,11,12,14.74,17,2.85,14.95,8.8,0,16.8,13.08,,,,0,,,15.15,20.77,,15.9
11/06/2019,UCLA,69,Long Beach St.,65,17,13.41,13.83,13.73,13.88,8.89,12.95,15.5,15.82,9,2.84,17.15,12.4,0,12.5,12.2,,,,0,,,11.48,14.55,,19.4
11/06/2019,Vanderbilt,83,SE Missouri St.,65,14,15.05,19.43,19.29,19.54,11.92,5.07,13.5,18.82,13,4.08,16.65,15.3,0,14.3,11.04,,,,0,,,13.67,18.12,,14.6
11/06/2019,Western Michigan,75,McNeese St.,65,7.5,9.43,10.3,10.24,10.35,6.99,12.11,9,9.95,11,2.13,11.09,9.3,0,10.9,6.79,,,,0,,,9.96,8.95,,4.1
11/07/2019,Air Force,79,Idaho St.,89,14,11.18,11.96,12.63,11.94,14.98,10.85,15,7.31,12,2.14,13.35,11,0,8.9,8.26,,,,0,,,11.56,9.04,,12.8
11/07/2019,Clemson,79,Presbyterian,45,20,17.48,20.65,18.03,20.99,-1.32,15.06,18.5,23.52,14,6.31,22.34,15.9,0,15.1,16.82,,,,0,,,18.31,22.89,,22.5
11/07/2019,Drake,86,Kennesaw St.,55,15,16.22,15.64,15.57,15.69,12.21,13.49,15,13.87,19,3.01,18.32,14.7,0,20.6,12.43,,,,0,,,20.2,20.8,,14.6
11/07/2019,Hartford,57,Winthrop,67,-3.5,1.74,-0.66,0.73,-0.8,9.98,2.5,-1,-3.05,5,3.1,-0.85,1.7,0,2.9,2.71,,,,0,,,1.39,1.75,,1.1
11/07/2019,Marshall,67,Robert Morris,60,9.5,9.87,8.83,8.76,8.86,6.31,8.01,9.5,11.76,11,1.99,11.43,9.6,0,7.6,9.74,,,,0,,,11.84,13.78,,10.6
11/07/2019,Rutgers,73,Bryant,71,21.5,20.37,20.15,20.6,20.16,19.78,12.23,21,17.65,22,3.98,26.38,16,0,22.9,15.59,,,,0,,,22.17,25.78,,23.8
11/07/2019,Troy St.,75,UAB,76,-7,-2.81,-2.83,-2.75,-2.85,-0.19,-1.75,-6,-5.51,-4,1.61,-5.16,-4.6,0,-0.1,-2.08,,,,0,,,-2.62,-2.24,,-2.7
11/07/2019,Washington St.,85,Seattle,54,3,6.08,12.61,12.5,12.67,8.42,-0.45,2,3.55,-1,4.53,3.03,6.3,0,2.5,6.41,,,,0,,,6.18,3.69,,8.7
11/08/2019,American,70,William & Mary,79,3,0.2,-0.52,-3.99,-0.46,-2.57,5.31,3.5,-4.95,2,3.85,-5.36,0.2,0,4.2,8.07,,,,-7,,,0.02,1.41,,-0.5
11/08/2019,Arizona St.,71,Colorado,81,-5,-1.06,-2.76,-2.7,-2.77,-2.65,-2.98,-5.5,1.65,-2,2.09,-0.98,2.2,1,0.5,-0.75,,,,,,,1.83,0.67,,-4.1
11/08/2019,Auburn,76,Davidson,66,2,7.63,5.9,6.15,5.89,7.33,1.44,3,4.15,15,5.23,8.96,15.8,1,13.3,0.33,,,,,,,12.98,,,1.9
11/08/2019,Buffalo,63,Dartmouth,68,11.5,16.69,16.15,15.9,16.16,15.64,10.17,11,17.33,24,5.64,17.74,21.5,0,19.7,5.34,,,,2,,,21.84,24.04,,8.2
11/08/2019,Connecticut,89,Sacred Heart,67,16,14.36,17.52,17.4,17.54,15.11,-3.5,16,13.41,11,5.73,18.28,11.1,0,14.3,15.31,,,,17,,,16.84,17.48,,19.2
11/08/2019,DePaul,70,Fairleigh Dickinson,59,13.5,11.56,12.84,12.77,12.84,13.42,8.9,13.5,10.47,7,2.75,13.59,8.5,0,10.3,10.85,,,,11,,,10.95,18.26,,11.2
11/08/2019,Delaware,56,Oakland,53,-3,-3.37,-2.06,-2.02,-2.06,-1.98,-6.94,-3.5,-4.57,-3,1.74,-6.45,-4.1,1,-3.8,-0.94,,,,2,,,-3.47,-3.67,,-2.1
11/08/2019,Delaware St.,54,Rider,81,-15.5,-14.24,-13.76,-14.13,-13.76,-14.62,-14.89,-16,-14.84,-13,2.08,-16.38,-9,0,-17.9,-15.51,,,,9,,,-12.95,,,-14.4
11/08/2019,Drexel,72,Niagara,64,9.5,7.45,6.94,6.46,6.96,5.26,13.87,10.5,3.94,7,2.46,8.99,7.3,0,8.2,9.23,,,,-8,,,6.39,4.53,,9.2
11/08/2019,Duke,89,Colorado St.,55,24,25.72,27.92,27.47,27.93,28.4,14.69,23,23.54,25,4.1,24.02,27.9,0,29.6,22.08,,,,-5,,,27.06,31.01,,23.4
11/08/2019,Furman,87,Loyola-Chicago,63,5,3.87,2.79,3.76,2.75,5.72,5.64,4,0.53,9,3.37,-5.04,5.1,0,8.3,4.06,,,,1,,,4.34,4.1,,3.1
11/08/2019,George Mason,76,Longwood,65,10,10.65,10.71,11.16,10.69,11.31,11.42,8.5,10.81,8,1.56,12.28,7.3,0,11,10.46,,,,6,,,9.16,11.8,,13
11/08/2019,Grand Canyon,71,Illinois,83,-6.5,-4.52,-10.34,-10.19,-10.33,-11.99,-3.4,-5.5,-3.95,-2,4.48,1.67,-3.8,0,-1.1,-0.74,,,,2,,,-0.79,-0.42,,-5.9
