date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,linesaggm,linemoore,lineopen,linedok,linefox,std,linepugh,linedonc,neutral,linetalis,lineespn,linepir,linepiw,linepib,line7ot,lineer,linedd,linemassey,linedunk,lineround,lineteamrnks
11/19/2019,Lafayette,86,Pennsylvania,75,-6,-3.89,-4.48,-1.85,-4.36,-5.92,-0.25,-5.5,-7.44,-6,2.52,-1.22,-4.4,0,-6.2,-1.92,,,,-1,-4.55,,-6.89,,1,-3.9
11/19/2019,Liberty,55,Navy,48,15,13.92,15.08,15.07,15.08,15.2,14.85,15.5,12.42,14,3.62,12.84,13.8,0,17.2,12.37,,,,15,16.49,,16.89,,2,15.5
11/19/2019,Louisiana Tech,76,Miss Valley St.,43,35,30.51,29.5,29.32,31.56,27.84,34.37,32,35.22,33,3.81,34.29,21.9,0,26.8,31.88,,,,21,33.91,,25.2,,30,32.8
11/19/2019,Marshall,66,Charleston,76,-2,-0.15,-2.7,-3.58,-2.87,-2.2,6.2,0,-3.07,3,3.32,-4.98,0.3,0,-2.1,2.66,,,,-8,0.66,,1.65,,5,-0.2
11/19/2019,Maryland,74,Fairfield,55,24,25.65,28.06,27.44,27.5,29.01,22.3,26,24.47,23,3.55,30.59,21.9,0,25.5,18.01,,,,20,28.24,,29.33,,22,27.4
11/19/2019,Mississippi,65,Seattle,52,18,22.68,25.5,26.77,26.19,24.36,15.78,16.5,19.46,18,5.39,35.3,23,0,20.5,16.28,,,,26,19.5,,20.93,,30,18.7
11/19/2019,Murray St.,79,Southern Illinois,66,10,10.3,9.62,10.74,9.31,9.45,7.3,9.5,8.16,15,2.63,9.28,10.4,0,15.2,12.42,,,,9,10.46,,11.36,,5,10.8
11/19/2019,North Carolina St.,87,Alcorn St.,64,32,26.99,30.98,27.84,30.68,33.28,23.76,28,20.7,27,5.1,26.18,23.4,0,32,26.16,,,,25,30.46,,31.95,,14,26.5
11/19/2019,North Texas,80,North Carolina A&T,60,14.5,14.62,14.04,11.13,16.04,13.52,13.27,13.5,16.81,10,3.02,18.94,12.4,0,13.2,14.2,,,,16,13.05,,15,,22,15.7
11/19/2019,Northern Iowa,87,Tennessee-Martin,67,15,13.94,12.43,15.64,13.16,10.47,14.1,15,12.54,12,3.66,25.24,11.6,0,10.3,11.68,,,,28,14.91,,13.08,,17,14.9
11/19/2019,Northwestern,56,Radford,67,6,5.01,5.65,5.18,5.07,6.51,-5.31,6,2.34,3,3.71,8,8.5,0,2.6,3.53,,,,39,7.34,,6.4,,11,5.4
11/19/2019,Pacific,64,Coppin St.,60,13,12.38,13.35,11.39,14.02,14.1,8.3,14,11.84,13,2.59,14.73,9.4,0,17.6,11.46,,,,22,11.4,,14.9,,8,12.2
11/19/2019,Penn St.,98,Bucknell,70,16,14.39,14.58,16.5,14.23,14.1,14.96,15,9.31,15,2.39,18.08,13.5,0,12.7,14.94,,,,6,17.32,,14.27,,10,16.3
11/19/2019,Providence,93,Merrimack,56,21,21.35,20.88,9.53,23.37,27.75,31.36,21,25.18,23,6.91,15.36,13.8,0,32.9,21.84,,,,,,,19.71,,12,22.2
11/19/2019,Rhode Island,70,Nicholls St.,65,12,13.34,14.12,11.17,13.23,17.1,14.65,14.5,14.63,12,2.49,9.74,8.5,0,13.7,16.33,,,,25,11.54,,16.13,,12,15.3
11/19/2019,Rice,89,Houston,97,-12.5,-12.83,-14.36,-6.99,-15.83,-16.92,-6.62,-11,-14.01,-20,5.25,-11.4,-13.7,0,-22.2,-9.24,,,,-9,-12.87,,-15.49,,-2,-10.8
11/19/2019,SE Missouri St.,69,Citadel,74,6,4.9,2.11,6.47,1.24,1.16,7.03,5.5,3.59,4,2.42,5.22,9.2,0,5.6,4.92,,,,21,5.04,,4.8,,4,9.1
11/19/2019,Sacred Heart,84,Brown,63,-3,-4.5,-4.12,-8.26,-4.41,-2.36,-0.38,-1,-1.48,-3,3.71,-8.61,-7.2,0,-3.6,0.65,,,,-9,-2.81,,-4.32,,-14,-3.6
11/19/2019,Samford,70,Manhattan,57,4,6.6,5.13,0.69,5.86,6.42,4.91,6,7.3,10,3.77,-0.41,6.9,0,13.5,8.25,,,,-8,8.45,,10.23,,2,9.7
11/19/2019,San Francisco,100,CS Bakersfield,70,10.5,12.9,11.63,15.17,11.14,10.63,18.81,10,9.9,10,3.25,16.18,16.4,0,14.7,9.61,,,,18,13.99,,15.56,,7,12.8
11/19/2019,South Carolina,70,Boston,78,15.5,17.14,17.61,17.88,17.84,17.3,12.14,15,17.22,19,2.92,22.14,16.1,0,21.5,13.33,,,,15,17.78,,18.77,,12,16.5
11/19/2019,South Dakota St.,78,North Alabama,73,8.5,9.05,7.86,4.84,8.18,9.02,9.14,9,9.35,15,4.75,5.02,9.3,0,16.2,10.19,,,,1,7.52,,17.22,,-2,8.9
11/19/2019,St. Francis (PA),64,Delaware,79,-2.5,0.83,-1.76,-4.51,-1.36,-1,-1.77,2.5,-2.35,1,3.39,-0.02,3.4,0,3,7.94,,,,-5,3.21,,-1.25,,6,1.9
11/19/2019,Stanford,76,Md. Eastern Shore,55,28,30.28,31.13,33.13,32.01,30.03,29.53,27.5,30.84,31,6.58,42.97,23.6,0,36.2,18.92,,,,28,26.62,,39.38,,19,29.8
11/19/2019,USC,91,Pepperdine,84,11.5,11.87,10.58,12.43,11.6,8.9,9.77,10,10.17,9,3.25,18.54,10.9,0,10.1,9.81,,,,18,10.88,,12.33,,20,13.1
11/19/2019,UTEP,66,New Mexico,63,1.5,-1.64,0.82,1.7,-0.85,2.23,-9.56,2,-7.76,-5,4.41,3.37,-3,0,-6.8,-1.66,,,,8,-1.85,,-1.89,,7,-1.3
11/19/2019,Virginia,61,Vermont,55,14.5,16,15.51,12.79,15.62,16.55,12.91,14.5,10.8,21,3.96,19.84,18.9,0,20.8,9.94,,,,5,16.47,,22.69,,12,14.2
11/19/2019,Washington,72,Maine,53,23,20.76,21.45,19.42,20.48,23.72,18.2,22.5,22.39,22,5.23,15.2,18.6,0,28,17.04,,,,20,20.67,,32.74,,10,21.5
11/19/2019,Wichita St.,74,Gardner Webb,52,15.5,13.76,15.83,17.72,15.28,15.52,11.64,15,14.88,13,3.16,16.43,12.9,0,11.6,10.57,,,,25,14.71,,15.17,,5,16.1
11/19/2019,Wisconsin-Milwaukee,79,North Dakota,70,6.5,3.48,4.94,5.36,4.52,5.18,2.6,7,2.05,3,2.19,8.18,0.7,0,0.1,2.96,,,,19,3.27,,2.48,,1,5.9
11/19/2019,Wyoming,76,Detroit,49,0,1.01,2.6,1.59,2.31,3.36,-2.47,0,0.14,1,1.76,2.36,2.4,0,0.4,-0.8,,,,11,-0.08,,2.27,,2,-2
11/19/2019,Youngstown St.,66,NC Central,60,9,7.7,5.64,5.53,6.11,5.25,8.51,9.5,6.37,10,2.39,6.96,8.2,0,8.5,11.73,,,,5,10.29,,6.72,,4,11.7
11/20/2019,Ball St.,57,Northern Kentucky,59,7.5,4.93,5.02,6.69,5.62,3.76,1.9,7.5,3.81,3,3.29,12.7,3.8,0,3.9,5.97,,,,1,7.21,,3.83,,-2,8.7
11/20/2019,Boise St.,72,BYU,68,0,-2.85,-5.08,-7.89,-5.35,-3.42,0.45,0,2.12,2,5.28,-13.69,-1,0,3,1.99,,,,-11,0.02,,-0.9,,-13,-2
11/20/2019,Boston College,72,Eastern Washington,68,9.5,11.33,10.67,9.82,11.43,10.37,12.68,8,6.61,6,3.16,19.34,11.5,0,8.9,13.11,,,,25,13.06,,10.83,,14,11.7
11/20/2019,CS Sacramento,61,UC Davis,51,4.5,6.41,6.76,11.74,5.14,6.3,5.25,4,3.66,3,6.08,23.41,0.9,1,1.1,3.01,,,,18,4.54,,1.08,,15,5.3
11/20/2019,Colorado St.,78,Arkansas St.,80,12,9.98,8.68,11.3,9.42,6.86,12.02,12.5,8.66,13,2.42,12.07,10.2,0,10.4,12.09,,,,2,12.05,,8.07,,4,10.9
11/20/2019,Drexel,86,Bryant,74,4,2.95,3.43,-0.72,3.59,5.8,-2,4,2.09,1,2.53,0.02,2.3,0,4.6,5.66,,,,-7,4.06,,7.06,,4,3.4
11/20/2019,Florida Gulf Coast,72,Florida Atlantic,70,-3,-0.24,1.23,-1.65,1.11,2.4,-1.85,0,1.47,3,2.2,-2.41,-3.5,0,2.1,0.18,,,,5,-2.92,,-1,,-3,1.3
11/20/2019,Florida St.,89,Chattanooga,53,20,19.13,18.9,15.66,18.76,20.89,16.47,20.5,17.34,24,4.47,15.1,21.4,0,24.4,14.52,,,,20,22.31,,27.25,,10,19.9
11/20/2019,Georgia,82,Georgia Tech,78,5.5,2.06,3.14,1.55,2.59,4.43,-2.36,4,1.12,1,1.92,-1.08,2.5,0,5.2,1.75,,,,12,2.9,,2.86,,2,3.3
11/20/2019,Illinois,85,Citadel,57,27.5,20.88,22.89,22.64,22.49,23.49,17.98,25.5,19,16,2.72,22.84,21.9,0,19.4,21.82,,,,25,24.03,,19.25,,16,23.5
11/20/2019,Indiana,79,Princeton,54,18.5,17.96,17.21,20.52,17.12,15.94,20.94,18,18.87,19,3.9,27.58,14.1,0,15.4,11.12,,,,28,19.58,,16.94,,14,21.1
11/20/2019,Lipscomb,67,Belmont,73,-10,-8.42,-10.47,-13.96,-10.95,-8.61,-13.01,-8.5,-8.58,-4,3.93,-13.31,-4.5,0,-2.3,-7.84,,,,-20,-7.83,,-1.25,,-9,-10.7
11/20/2019,Louisville,76,South Carolina Upstat,50,36.5,33.54,34.83,35.17,34.56,34.99,31.45,36,31.36,33,3.69,37.94,29.4,0,32.5,26.44,,,,28,38.19,,38.15,,28,37.1
11/20/2019,Loyola-Chicago,85,IUPUI,62,14,11.03,10.1,6.03,11.5,10.93,14.2,12,11.79,10,2.07,12.85,10,0,12.6,12.91,,,,21,12.08,,10.44,,8,12
11/20/2019,Massachusetts,82,Rider,72,6.5,7.24,7.65,10.49,8.28,5.87,7.94,5.5,4.52,7,3.7,13.17,3.1,0,4.2,2.46,,,,22,4.93,,5.34,,16,7.7
11/20/2019,Memphis,68,Arkansas-Little Rock,58,16.5,17.14,19.15,15.36,20.25,20.22,13.72,14,16.81,20,2.82,12.13,15.4,0,17.9,13.48,,,,21,17.82,,14.96,,19,20.9
11/20/2019,Missouri,70,Morehead St.,52,18.5,15.69,14.22,11.86,14.94,14.79,16.03,19,15.87,16,2.16,17.85,14.2,0,14.9,12.25,,,,8,19.63,,18.43,,17,17.4
11/20/2019,NJIT,75,Binghamton,77,13,12.2,10.68,11.35,11.41,9.74,16.99,13,11.75,14,2.04,10.47,10.1,0,12.2,12.71,,,,7,14.59,,9.99,,13,14
11/20/2019,North Carolina,75,Elon,61,30.5,27.87,28.6,26.29,27.4,31.79,23.98,31,25.81,30,5.29,25.5,26.9,0,34.2,27.16,,,,25,31.99,,35.7,,13,29.7
11/20/2019,Old Dominion,78,James Madison,80,11.5,11.16,10,12.54,10.03,8.9,8.99,10,10.1,14,2.27,11.52,14.4,0,11.9,6.93,,,,15,9.92,,15.3,,12,10.9
11/20/2019,Oregon St.,78,UC Santa Barbara,67,10,11.93,10.1,12.39,9.84,9.34,13.84,11.5,9.2,13,2,13.51,12.2,0,12.1,8.82,,,,11,14.02,,15.22,,12,13.3
11/20/2019,Portland St.,75,Portland,82,6,4.15,3.85,-0.94,4.63,5.93,2.55,5,3.85,5,2.94,-2.31,7.3,0,5.6,9.23,,,,-6,3.69,,5.52,,6,2.3
11/20/2019,Rutgers,69,Stephen F. Austin,57,12.5,11.24,9.56,3.73,9.59,12.54,15.06,14,10.39,15,4.77,0.56,10.9,0,13.7,17.1,,,,-1,16.7,,13.55,,6,14.2
11/20/2019,Saint Louis,67,High Point,55,22,18.87,16.85,19.04,17.92,14.97,23.92,22,16.73,17,4.24,26.81,15.3,0,13.9,15.63,,,,23,19.56,,17.54,,28,19.9
11/20/2019,San Diego,49,San Diego St.,66,-7.5,-6.25,-9.95,-9.78,-10.64,-9.59,-2.87,-5.5,-7.24,-1,6.38,-14.61,2.5,0,2.5,-3.43,,,,-16,-4.04,,0.76,,-20,-6.3
11/20/2019,San Jose St.,83,Grambling St.,76,2.5,-3.06,-1.69,-0.94,0.41,-3.79,-6.64,0,-4.15,-14,4.31,2.99,-4.3,0,-9,-2.01,,,,-9,-2.07,,-0.75,,2,-2
11/20/2019,St. John's,82,Columbia,63,10.5,11.75,11.78,11.39,11.42,12.38,10.79,9.5,10.93,11,1.87,13.45,13.7,0,13.4,7.6,,,,16,8.66,,13.94,,14,11.8
11/20/2019,St. Mary's,68,Fresno St.,58,8.5,7.51,9.2,9.48,8.93,9.43,8.14,9.5,4.91,6,1.8,10.29,5.6,1,4.9,6.07,,,,13,7.94,,5.93,,8,7.8
11/20/2019,St. Peter's,77,Wagner,81,3.5,4.29,5.42,2.35,5.61,6.43,4.24,4,1.32,6,1.93,2.18,8.1,0,2.2,3.82,,,,4,3.71,,2.75,,6,4.2
11/20/2019,Syracuse,72,Cornell,53,20.5,17.7,18.95,17.63,18.31,20.47,14.52,19.5,17.8,21,3.71,17.73,16.9,0,20.2,16.1,,,,10,20.54,,20.1,,6,19.2
11/20/2019,Tennessee,76,Alabama St.,41,29.5,29.14,28.47,28.54,27.77,29.29,26.92,30,25.65,33,4.27,31.21,30.5,0,34.9,22.7,,,,30,27.44,,39.47,,24,27.2
11/20/2019,Texas A&M,56,Troy St.,52,15.5,15.17,15.83,16.38,15.07,16.71,17.49,17.5,14.23,16,3.49,12.81,15.3,0,16.2,14.34,,,,8,19.92,,16.21,,4,17.1
11/20/2019,Tulsa,73,SE Louisiana,66,16,13.37,14.45,17.51,13.67,14.01,9.36,16.5,11.9,13,5.9,17.13,15.7,0,13.3,17.11,,,,21,15.34,,14.79,,-6,19.3
11/20/2019,UAB,58,Mount St. Marys,51,10.5,8.8,9.85,6.8,8.8,12.38,2.87,9.5,10.22,11,4.89,2.97,12.9,0,13.3,7.57,,,,15,10.23,,16.57,,-3,9.5
11/20/2019,UNLV,57,Texas St.,64,4,3.24,1.85,1.93,1.15,2.52,2.05,4.5,2.94,3,2.23,3.97,3.6,0,-0.1,6.87,,,,11,2.5,,4.05,,9,3.2
11/20/2019,Vanderbilt,90,Austin Peay,72,8,7.04,7.72,8.51,7.41,7.75,10.06,6.5,7.92,-1,4.24,15.07,4.3,0,-1.7,7.47,,,,23,8.63,,4.1,,9,10.3
11/20/2019,Virginia Tech,100,Delaware St.,64,32,35.82,32.17,34.06,32.05,31.6,29.64,32,31.52,42,6.72,44.71,38.4,0,46,26.12,,,,27,34.19,,49.19,,31,34.6
11/20/2019,Western Illinois,81,Northern Illinois,86,-7,-8.4,-7.9,-10.43,-8.16,-6.87,-5.66,-6,-4.13,-8,3.7,-13.91,-10.4,0,-9.4,-1.57,,,,-9,-6.93,,-8.3,,-17,-7.3
11/20/2019,Yale,100,Siena,89,5.5,9.43,8.07,6.14,7.99,9.14,7.47,6.5,9.61,14,3.06,3.16,11.1,0,15,11.89,,,,-8,7.96,,12.2,,8,9.7
11/21/2019,Air Force,64,Loyola Marymount,78,3,0.46,1.35,4.1,1.41,0.05,2.97,2,-1.11,-6,3.79,-1.14,-5.8,1,,3.15,,,,3,1.53,,-3.28,,8,1.2
11/21/2019,Akron,82,Youngstown St.,60,8.5,10.28,9.76,10.18,10.32,8.99,7.38,9.5,9.4,11,1.65,12.7,11.9,0,,10,,,,10,10.29,,13.44,,8,10.6
11/21/2019,Appalachian St.,64,NC Charlotte,55,3.5,5.64,4.5,0.23,5.79,5.29,12.07,4.5,3.94,10,3.33,3.33,9.7,0,,7.33,,,,-9,3.79,,5.34,,1,6.6
11/21/2019,Arizona,71,South Dakota St.,64,24.5,20.49,19.13,21.79,20.73,16.9,15.05,23,22.87,12,6.03,31.54,13.5,0,,21.36,,,,22,23.08,,12.92,,28,28
11/21/2019,Baylor,76,Ohio,53,14,12.48,14.3,8.29,15.47,16.33,16.22,14,9.54,13,2.64,11.46,11.4,1,,9.58,,,,17,13.16,,11.4,,10,14.6
11/21/2019,Clemson,87,Alabama A&M,51,31,32.01,29.22,27.19,29.78,29.77,37.86,29,30.98,37,4.91,41.87,31.9,0,,26.69,,,,27,29.61,,38.73,,26,31.6
11/21/2019,Coastal Carolina,79,Utah,57,-4.5,-6.1,-6.2,-7.57,-7.22,-5.03,-4.25,-4,-9.42,-3,4.27,-17.89,-6,0,,1.63,,,,2,-5.21,,-4.62,,-7,-3.6
11/21/2019,Connecticut,79,Buffalo,68,3.5,-3.43,-2.2,-3.22,-2.46,-1.4,-10.2,2,-2.67,-10,4.82,-2.68,-9.6,1,,6.53,,,,1,-0.37,,-8.29,,-4,2.5
11/21/2019,Drake,74,Lehigh,58,10.5,10.8,10.95,11.53,11.61,10.05,9.46,9,11.16,10,1.87,13.52,14,0,,9.82,,,,7,8.74,,10.52,,7,12.8
11/21/2019,Duke,87,California,52,18.5,18.22,20.67,15.57,20.89,22.8,14.91,19,20.22,23,3.93,10.78,19,1,,15.69,,,,2,21.85,,20.74,,12,16.9
11/21/2019,Georgetown,82,Texas,66,-6.5,-8.25,-8.24,-10.42,-8.18,-7.21,-6.39,-4.5,-10.48,-11,2.35,-8.76,-7.4,1,,-3.63,,,,-10,-6.3,,-9.87,,-12,-5.6
11/21/2019,Illinois-Chicago,72,Robert Morris,62,5.5,6.59,8.45,5.86,8.45,9.54,3.75,8.5,2.37,4,2.22,9.33,8.3,0,,5.09,,,,2,6.75,,6.22,,8,6.1
11/21/2019,Indiana St.,71,Duquesne,74,-7,-7.05,-5.49,-9.19,-6.09,-3.32,-9.53,-5.5,-9.37,-8,3.68,-17.54,-4.9,1,,-4.89,,,,-17,-3.8,,-3.83,,-6,-6.7
11/21/2019,Iowa,83,North Florida,68,14.5,13.33,12.39,7.95,13.79,13.62,12.87,15,10.32,11,2.49,13.98,14.3,0,,17.1,,,,6,13.31,,16.92,,16,13
11/21/2019,Jacksonville,94,Western Carolina,96,-3,-0.87,-1.08,-0.55,-1.82,-0.76,1.32,-1,-3.35,0.01,1.53,-2.96,-0.5,0,,0.91,,,,-8,-1.97,,0.32,,1,-2.8
11/21/2019,Marshall,91,Howard,63,18.5,15.89,14.26,13.57,14.65,14.42,16.78,15,14.99,17,1.68,16.99,19.4,0,,14.43,,,,12,15.35,,18.35,,16,16.2
11/21/2019,Miami-Florida,74,SW Missouri St.,70,7.5,8.22,7.66,8.27,7,8.06,10.76,8,7.49,9,1.82,6.56,7.4,1,,6.7,,,,3,9.36,,7.26,,13,6.6
11/21/2019,Middle Tenn St.,69,Villanova,98,-19,-16.53,-16.56,-15.94,-17.31,-16.33,-13.09,-17,-17.18,-17,2.67,-12.4,-15,1,,-16.09,,,,-15,-17.62,,-17.54,,-24,-15.4
11/21/2019,Minnesota,82,Central Michigan,57,10,8.37,8.4,4.14,8.69,10.33,6.34,9.5,3.44,6,2.83,11.62,10.3,0,,7.91,,,,4,8.85,,9.44,,14,7.7
11/21/2019,New Mexico St.,77,New Mexico,78,4,3.41,3.51,0.56,3.51,5.28,6.32,4,2.36,9,3.6,-5.97,-0.3,0,,3.95,,,,-7,4.88,,6.79,,4,3.8
11/21/2019,Notre Dame,64,Toledo,62,7.5,4.54,5.15,3.49,3.84,7.59,2.6,6.5,5.82,2,2.87,7.51,3.1,0,,9.72,,,,4,5.57,,3.54,,-2,5.6
11/21/2019,Oklahoma,91,Md. Eastern Shore,64,33.5,32.88,34.29,35.18,32.99,35.78,28.62,33,29.49,35,6.25,40.65,28.2,0,,26.52,,,,23,33.15,,45.75,,20,34.7
11/21/2019,Pittsburgh,66,Arkansas Pine Bluff,41,22.5,19.78,22.36,19.5,22.2,24.08,15.4,21,16.74,16,3.09,23.23,21.4,0,,17.37,,,,12,21.62,,18.08,,16,22.9
11/21/2019,South Florida,69,Wofford,55,2.5,-0.97,0.57,-4.79,0.56,2.74,4.53,3.5,-1.82,-5,5.12,-6.9,-2.3,0,,6.28,,,,2,3.51,,-2.98,,-12,4
11/21/2019,St. Joseph's PA,62,Florida,70,-13.5,-10.81,-10.73,-5.33,-10.94,-14.45,-14.49,-14,-9.83,-10,4.32,-5.45,-10.9,1,,-18.37,,,,-1,-14.57,,-10.94,,-2,-13.4
11/21/2019,Stanford,81,William & Mary,50,11,10.27,10.12,9.25,10.63,10.27,6.89,10.5,7.6,7,3.22,20.09,10.6,0,,10.65,,,,8,10.78,,9.73,,12,8.2
11/21/2019,TCU,59,UC Irvine,58,11,9.96,9.55,9.08,9.76,9.59,-0.28,9,5.75,4,5.82,24.55,8.4,0,,10.11,,,,19,10,,9.67,,18,11.2
11/21/2019,Texas Tech,72,Tennessee St.,57,24.5,25.25,23.94,22.11,23.46,25.42,29.73,26,20.41,31,4.82,22.4,23.7,0,,25.74,,,,8,26.49,,37.23,,18,23.9
11/21/2019,Towson,51,Xavier,73,-9.5,-12.73,-15.93,-16.44,-15.4,-16.24,-8.43,-11.5,-8.85,-11,3.47,-15.42,-14.1,1,,-5.97,,,,-9,-13.47,,-15.16,,-13,-8.8
11/21/2019,Tulane,66,Mississippi St.,80,-10.5,-13.44,-15.24,-13.21,-15.05,-16.45,-15.73,-11.5,-10.78,-18,4.22,-9.49,-18.5,1,,-9.14,,,,7,-14.45,,-18.12,,-4,-10
11/21/2019,UCLA,78,Hofstra,88,14.5,10.96,11.07,16.05,10.96,8.94,4.27,10,7.78,6,5.05,20.73,7.4,0,,6.53,,,,18,9.38,,10.21,,20,14.1
11/21/2019,Utah Valley,68,Lamar,74,7.5,4.91,5.99,5.33,5.93,6.43,3.28,8,8.04,6,3.99,-5.96,0.6,0,,8.59,,,,-5,6.75,,10,,2,5.8
11/21/2019,Washington St.,77,Nebraska Omaha,85,9.5,7.33,8.11,9.41,8.53,7.09,2.55,7,6.14,3,2.74,9.41,5.4,0,,9.64,,,,13,4.22,,7.55,,10,11.6
11/21/2019,Winthrop,58,Tennessee Tech,61,15,16.32,17.7,21.02,18.26,15.77,13.24,13.5,15.23,19,3.06,19.67,19.5,0,,9.69,,,,13,14.57,,15.9,,14,14.9
11/21/2019,Wisconsin,88,Wisconsin-Green Bay,70,18.5,20.24,21.16,21.83,21.33,20.68,16.88,17.5,17.04,15,3.43,29.54,20.9,0,,17.95,,,,27,19.01,,21.07,,22,19
11/21/2019,Wyoming,69,Louisiana-Lafayette,61,2.5,-0.66,-1.83,-1.53,-1.2,-2.59,6.56,1,-1.71,-3,2.68,-1.43,-3.4,0,,0.58,,,,-1,2.81,,-2.72,,1,-0.8
11/22/2019,Air Force,63,Duquesne,69,-7,-7.51,-6.84,-10.93,-6.79,-5.16,-4.75,-7,-10.36,-8,2.73,-14.21,-6.1,1,,-6.14,,,,-9,-5.64,,-5.18,,-6,-9.1
11/22/2019,Arkansas,77,South Dakota,56,15,16.34,14.33,12.72,16.4,13.37,16.89,14.5,18.83,18,3.33,23.03,11.2,0,,11.83,,,,8,17.41,,16.9,,20,17.8
11/22/2019,Bradley,70,Radford,61,4,3.03,3.03,1.89,3.01,3.58,1.95,3.5,3.39,1,1.91,7.48,4.7,0,,2.91,,,,8,3.52,,4.06,,-1,2.9
11/22/2019,Buffalo,76,Towson,73,5,6.14,7.48,4.83,7.43,8.94,4.58,6,5.15,12,4.53,4.05,,1,,-0.58,,,,-4,8.24,,15.6,,1,1.1
11/22/2019,Butler,68,Morehead St.,50,18.5,16.37,15.88,14.64,16.06,16.44,10.19,19,18.71,16,2.75,20.02,15,0,,14.26,,,,15,19.56,,19.09,,14,19.3
11/22/2019,California,45,Texas,62,-11,-8.93,-9.99,-3.31,-10.97,-12.52,-7.36,-11,-8.93,-14,3.77,-5.44,,1,,-9.39,,,,-1,-11.24,,-13.81,,-2,-7.1
11/22/2019,California Baptist,104,Central Arkansas,98,12,11.34,13.72,13.25,14.24,13.51,5.17,12,11.15,16,3.59,5.24,9.6,0,,13.39,,,,11,12.95,,6.13,,10,14.4
11/22/2019,Cincinnati,66,Illinois St.,65,12.5,10.21,10,7.51,10.13,11.06,5.84,13.5,8.62,14,2.8,7.38,11.7,1,,11.81,,,,8,14.72,,12.27,,6,11.9
11/22/2019,Coastal Carolina,65,Baylor,77,-9.5,-9.96,-12.12,-6.01,-12.47,-14.5,-10.05,-9.5,-9.68,-11,4.03,-3.89,,1,,-13.7,,,,-1,-11.52,,-10.05,,-1,-13.5
11/22/2019,Connecticut,74,Xavier,75,-5,-7.14,-7.89,-8.46,-8.03,-7.47,-11.15,-4.5,-4.18,-7,2.79,-8.69,,1,,-1.64,,,,-6,-5.18,,-5.18,,-12,-5.9
11/22/2019,Creighton,86,Cal Poly SLO,70,25,23.4,22.98,22.15,22.55,23.85,19.6,24.5,19.82,27,3.17,27.89,22,0,,20.58,,,,23,25.9,,29.73,,20,23.5
11/22/2019,Davidson,70,Wake Forest,82,8,5.71,5.87,4.25,6.76,5.89,1.89,7.5,7.56,7,1.51,7.18,4.3,1,,5.93,,,,8,5.58,,4.86,,7,5.9
11/22/2019,Duke,81,Georgetown,73,13,15.43,15.48,12.34,16.58,15.7,13.37,13,19.7,18,2.38,16.03,,1,,11.32,,,,12,15.77,,13.66,,18,14.6
11/22/2019,East Carolina,85,Evansville,68,-6,-7.98,-7.63,-12.57,-7.57,-5.57,-10.7,-7.5,-10.84,-6,4.41,-17.55,-1.9,1,,-0.87,,,,-19,-5.47,,-6.29,,-12,-6.8
11/22/2019,Eastern Michigan,62,MD Baltimore Co,45,1,2.87,4.42,3.25,1.97,8.09,-12.06,1,2.95,4,5.63,14.05,3.4,1,,-2.53,,,,2,2.01,,3.65,,3,4
11/22/2019,Florida,78,Miami-Florida,58,4,1.52,0.41,-3.53,0.98,2.69,2.47,3,2.02,1,2.4,-1.21,4.8,1,,3.86,,,,-3,3.45,,3.38,,-2,2.9
11/22/2019,Florida International,89,Eastern Kentucky,70,7.5,5.87,6.29,6.72,8.4,4.04,3.68,6,8.21,2,2.73,9.49,0.9,1,,4.46,,,,-2,9.05,,3.7,,8,7.2
11/22/2019,George Washington,68,Mo Kansas City,74,1.5,-3.38,-4.21,-5.55,-4.51,-3.75,-1.29,1,-5.56,-8,3.68,-1.65,-0.6,1,,1.38,,,,12,-0.23,,1.15,,-12,-2.5
11/22/2019,Georgia St.,83,Prairie View,74,7,7.62,6.74,6.74,7.34,6.23,5.42,7,9.98,7,2.24,11.49,9.9,1,,2.77,,,,6,6.78,,8.52,,10,7.8
11/22/2019,Grand Canyon,74,Valparaiso,78,-2,-1.82,-2.83,-1.13,-3,-3.56,-3.98,1,-1.01,-2,2.46,3.43,-5.8,1,,1.95,,,,-4,0.4,,-1.75,,-4,-2.2
11/22/2019,Holy Cross,74,Harvard,82,-16,-11.25,-11.21,-11.06,-11.67,-11.15,-7.34,-12.5,-9.17,-14,2.21,-11.47,-11.8,0,,-11.6,,,,-8,-15.61,,-7.34,,-12,-12.1
11/22/2019,Incarnate Word,58,Bethune Cookman,83,-4,-1.93,-1.96,-1.88,-1.44,-2.49,-1.55,-1.5,-1.89,-6,1.81,2.36,-2.1,0,,-4.02,,,,6,-2.35,,-1.03,,-2,-0.7
11/22/2019,Iona,60,Stetson,55,13.5,9.09,10.52,7.2,11,11.59,8.28,11,9.23,11,2.68,7.61,10.9,1,,9.18,,,,8,10.01,,9.39,,1,10.4
11/22/2019,Kentucky,82,Mount St. Marys,62,27,27.59,29.09,27.64,28.16,31.2,20.79,27,25.08,30,4.55,28.26,27.5,0,,20.89,,,,26,28.73,,38.39,,22,28.5
11/22/2019,LSU,78,Utah St.,80,-1.5,-1.88,-1.64,-2.89,-2.66,-0.15,-6.03,-1,-6.22,-1,2.91,-4.88,3.7,1,,0.58,,,,-6,-1.78,,2.06,,-1,-4.4
